order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
3576,4510,399,2024-04-06 00:00:00,Suite 33,PO Box 14013,4668.81,0.3
9588,7323,763,2024-04-06 00:00:00,Suite 57,PO Box 6102,1816.94,0.54
9711,8970,249,2024-04-06 00:00:00,Room 344,Apt 1731,4005.36,3.56
7751,1665,835,2024-04-06 00:00:00,PO Box 33373,Room 1111,4622.5,4.34
9517,6661,591,2024-04-06 00:00:00,Room 1055,Room 1151,2475.54,0.81
2977,5317,972,2024-04-06 00:00:00,Room 1215,12th Floor,4552.6,1.94
6474,4575,583,2024-04-06 00:00:00,Suite 9,PO Box 33765,4976.38,2.15
8133,7537,667,2024-04-06 00:00:00,Room 667,10th Floor,3720.9,4.24
9496,7803,978,2024-04-06 00:00:00,Room 1679,PO Box 10372,2191.32,2.43
4734,6476,835,2024-04-06 00:00:00,17th Floor,Apt 1878,4315.55,3.19
9652,1451,841,2024-04-06 00:00:00,13th Floor,PO Box 89075,507.22,0.32
8355,8112,958,2024-04-06 00:00:00,Apt 92,Apt 1136,2687.66,0.38
7290,3130,930,2024-04-06 00:00:00,20th Floor,Room 704,3809.58,0.45
3121,5257,594,2024-04-06 00:00:00,Suite 72,11th Floor,212.74,3.15
1209,5661,680,2024-04-06 00:00:00,Room 1341,Room 1534,4555.94,2.9
6604,9828,957,2024-04-06 00:00:00,Room 1969,Room 367,1910.14,3.69
8238,3218,306,2024-04-06 00:00:00,Suite 5,3rd Floor,2188.62,0.86
2575,6427,789,2024-04-06 00:00:00,Room 1862,Room 176,1227.77,0.33
4429,7836,792,2024-04-06 00:00:00,Suite 3,Suite 56,3260.51,2.1
9426,9237,615,2024-04-06 00:00:00,Suite 1,Suite 58,4257.07,3.39
1668,1221,962,2024-04-06 00:00:00,Apt 793,Apt 1744,1726.82,3.35
7983,1170,407,2024-04-06 00:00:00,Room 1311,PO Box 93033,4180.57,1.78
7640,1047,108,2024-04-06 00:00:00,Room 259,PO Box 45411,999.29,4.94
2884,3971,480,2024-04-06 00:00:00,15th Floor,PO Box 95604,4847.55,2.65
3318,8078,332,2024-04-06 00:00:00,Suite 44,Suite 57,1495.26,0.38
9682,2559,232,2024-04-06 00:00:00,Suite 41,Room 1171,1018.1,0.69
3831,7869,988,2024-04-06 00:00:00,Suite 32,Room 1392,4014.82,3.55
5389,4928,790,2024-04-06 00:00:00,Suite 90,Suite 97,1347.45,2.97
2711,5464,796,2024-04-06 00:00:00,9th Floor,Suite 93,2403.51,0.19
8243,8227,776,2024-04-06 00:00:00,Suite 18,Apt 980,1238.59,0.05
9455,8998,470,2024-04-06 00:00:00,16th Floor,Apt 400,3234.28,1.04
2881,9775,582,2024-04-06 00:00:00,PO Box 55654,Apt 596,1680.51,3.68
8803,5661,364,2024-04-06 00:00:00,Suite 33,Room 556,581.05,2.56
1642,9318,614,2024-04-06 00:00:00,Suite 43,Apt 1666,3195.05,3.7
8866,7002,640,2024-04-06 00:00:00,PO Box 58391,PO Box 79667,1109.57,4.8
4895,8634,475,2024-04-06 00:00:00,Suite 48,Apt 1416,1766.67,2.24
7722,1519,283,2024-04-06 00:00:00,PO Box 71261,PO Box 75200,4718.21,0.64
1314,5672,743,2024-04-06 00:00:00,1st Floor,Room 1693,1549.6,3.67
1773,8531,181,2024-04-06 00:00:00,PO Box 79385,Apt 1687,101.93,2.85
3368,4433,552,2024-04-06 00:00:00,Room 1774,Room 636,3487.99,2.06
7891,3743,291,2024-04-06 00:00:00,Apt 846,Apt 588,2692.44,4.76
4835,2987,493,2024-04-06 00:00:00,Apt 170,Apt 840,1640.33,3.59
4819,6056,434,2024-04-06 00:00:00,8th Floor,PO Box 43178,2708.1,0.71
5858,7956,974,2024-04-06 00:00:00,PO Box 80479,Apt 1557,3780.99,2.39
1487,2659,658,2024-04-06 00:00:00,Suite 26,7th Floor,4797.43,3.43
2230,6362,489,2024-04-06 00:00:00,1st Floor,Apt 1888,2232.65,4.14
4200,5753,897,2024-04-06 00:00:00,Suite 2,PO Box 9059,137.84,0.53
3225,9529,841,2024-04-06 00:00:00,Apt 700,Suite 70,3212.73,3.51
6401,2991,342,2024-04-06 00:00:00,8th Floor,Room 282,4167.16,4.66
9063,3332,761,2024-04-06 00:00:00,Suite 10,12th Floor,711.07,1.3
8157,2650,132,2024-04-06 00:00:00,Suite 12,Room 782,1831.83,1.9
8735,2147,525,2024-04-06 00:00:00,PO Box 400,Room 869,1851.74,0.75
9452,5998,108,2024-04-06 00:00:00,7th Floor,PO Box 60203,238.85,3.75
4325,3971,683,2024-04-06 00:00:00,Suite 64,Room 1940,4537.67,4.16
2601,9968,692,2024-04-06 00:00:00,Suite 42,Room 678,2575.24,1.97
3516,7844,392,2024-04-06 00:00:00,PO Box 69658,Apt 802,3050.53,0.85
9614,9405,286,2024-04-06 00:00:00,16th Floor,20th Floor,4898.6,3.36
2778,6044,188,2024-04-06 00:00:00,8th Floor,Suite 66,1459.81,2.25
3745,2263,162,2024-04-06 00:00:00,Suite 43,Room 376,3240.01,3.83
3451,1565,246,2024-04-06 00:00:00,Apt 1629,18th Floor,3719.05,4.05
8279,6097,385,2024-04-06 00:00:00,Suite 53,Room 659,827.97,0.35
4731,2365,823,2024-04-06 00:00:00,Apt 1665,16th Floor,1394.25,0.78
2392,1612,377,2024-04-06 00:00:00,Room 383,16th Floor,2835.39,3.79
1244,6137,539,2024-04-06 00:00:00,20th Floor,Apt 1031,711.69,1.62
9767,2625,513,2024-04-06 00:00:00,Suite 7,Apt 175,3706.31,4.6
9159,7752,199,2024-04-06 00:00:00,Suite 69,Suite 88,2783.78,1.28
7821,3837,616,2024-04-06 00:00:00,4th Floor,Room 916,3025.63,0.46
2454,1552,414,2024-04-06 00:00:00,14th Floor,Room 499,4062.4,4.56
6116,6536,291,2024-04-06 00:00:00,18th Floor,Suite 35,751.26,2.27
3114,5774,560,2024-04-06 00:00:00,Room 1119,1st Floor,4366.15,0.08
1028,6353,333,2024-04-06 00:00:00,PO Box 77008,Suite 96,34.87,1.47
5391,3027,920,2024-04-06 00:00:00,Room 174,Suite 34,4507.37,1.81
4522,8640,601,2024-04-06 00:00:00,PO Box 17261,Suite 80,4647.82,3.08
6136,4601,122,2024-04-06 00:00:00,Suite 74,20th Floor,3323.46,4.28
1632,1410,740,2024-04-06 00:00:00,Room 915,Suite 67,3549.81,0.58
6098,6931,178,2024-04-06 00:00:00,Room 1654,Room 1491,1404.12,4.59
2565,6623,634,2024-04-06 00:00:00,Apt 894,Apt 221,1630.22,1.52
5530,4649,991,2024-04-06 00:00:00,Suite 97,Suite 68,3543.14,0.57
5633,3538,502,2024-04-06 00:00:00,Apt 1287,10th Floor,3410.76,1.25
5423,9702,415,2024-04-06 00:00:00,4th Floor,16th Floor,4756.52,1.33
2172,9184,675,2024-04-06 00:00:00,Suite 3,PO Box 96935,4580.36,3.97
8866,5663,142,2024-04-06 00:00:00,PO Box 97174,Suite 60,729.5,0.58
7428,5551,327,2024-04-06 00:00:00,14th Floor,Room 1961,2952.18,3.02
3586,7367,432,2024-04-06 00:00:00,15th Floor,PO Box 76080,3571.03,2.98
7659,8891,278,2024-04-06 00:00:00,1st Floor,4th Floor,2871.2,0.11
1598,9279,766,2024-04-06 00:00:00,PO Box 44387,9th Floor,2419.9,1.46
3377,3634,301,2024-04-06 00:00:00,Apt 776,Apt 1586,2439.53,4.43
2122,8447,810,2024-04-06 00:00:00,Room 958,PO Box 14976,1165.54,2.75
5405,4072,258,2024-04-06 00:00:00,PO Box 67194,PO Box 93095,3460.94,1.3
7490,7143,117,2024-04-06 00:00:00,PO Box 60399,1st Floor,3277.06,3.61
1553,8575,910,2024-04-06 00:00:00,Suite 76,PO Box 57430,3795.27,3.53
2416,2464,364,2024-04-06 00:00:00,PO Box 48701,Suite 93,1440.31,4.18
7067,1614,657,2024-04-06 00:00:00,14th Floor,Suite 76,4387.23,2.46
3785,8363,299,2024-04-06 00:00:00,16th Floor,Room 1218,3739.29,4.79
9231,7847,745,2024-04-06 00:00:00,PO Box 79989,PO Box 57903,3223.2,0.48
5611,1446,858,2024-04-06 00:00:00,Suite 43,Suite 30,1517.51,3.81
8940,4832,302,2024-04-06 00:00:00,PO Box 79943,Apt 1867,2367.82,3.75
4738,1226,135,2024-04-06 00:00:00,19th Floor,Room 557,4276.11,3.89
8524,5873,977,2024-04-06 00:00:00,Suite 61,8th Floor,583.12,0.94
7097,6342,605,2024-04-06 00:00:00,17th Floor,Room 716,4623.64,2.25
3570,2624,874,2024-04-06 00:00:00,Suite 48,Room 775,2769.98,1.45
5423,8039,428,2024-04-06 00:00:00,Suite 57,Apt 530,4896.81,4.6
1060,1145,344,2024-04-06 00:00:00,Suite 92,Room 543,1902.27,4.84
5106,1062,743,2024-04-06 00:00:00,Room 202,6th Floor,1279.33,3.52
8808,9314,205,2024-04-06 00:00:00,PO Box 73542,PO Box 58287,1514.52,3.44
3374,7697,969,2024-04-06 00:00:00,Suite 6,Suite 35,2892.02,4.59
7267,5650,943,2024-04-06 00:00:00,Room 1722,12th Floor,3276.13,1.54
2705,9391,738,2024-04-06 00:00:00,Apt 1878,Suite 56,4094.36,4.41
6100,3241,377,2024-04-06 00:00:00,PO Box 1154,19th Floor,4473.53,0.55
9808,8975,207,2024-04-06 00:00:00,9th Floor,Suite 24,2322.81,0.8
9351,9720,486,2024-04-06 00:00:00,Apt 932,Room 37,1348.39,4.38
2553,3390,840,2024-04-06 00:00:00,Apt 7,Suite 73,839.59,4.43
6665,2339,433,2024-04-06 00:00:00,PO Box 39085,11th Floor,4690.58,4.17
4485,5163,524,2024-04-06 00:00:00,Room 714,Apt 537,1976.81,0.46
6181,7415,494,2024-04-06 00:00:00,Apt 173,PO Box 50249,587.34,1.96
2033,2274,796,2024-04-06 00:00:00,Room 226,PO Box 2129,4044.36,3.54
5134,4750,436,2024-04-06 00:00:00,Room 1620,Suite 41,613.19,2.14
8888,1514,768,2024-04-06 00:00:00,Apt 1440,PO Box 51627,605.02,3.18
1254,9584,770,2024-04-06 00:00:00,Apt 119,PO Box 43241,1305.61,0.42
9754,9690,504,2024-04-06 00:00:00,Suite 36,Suite 94,4097.52,4.52
4007,2169,845,2024-04-06 00:00:00,Room 769,Apt 599,4305.72,2.3
5205,4349,992,2024-04-06 00:00:00,Apt 1463,Apt 878,1172.62,2.93
3589,1656,493,2024-04-06 00:00:00,Room 1560,PO Box 12534,1902.61,2.16
9310,4736,917,2024-04-06 00:00:00,Room 376,PO Box 93665,4315.06,2.12
6365,3602,591,2024-04-06 00:00:00,Room 1748,Apt 1085,2655.93,1.41
6107,5644,652,2024-04-06 00:00:00,PO Box 87037,9th Floor,1129.88,4.96
2614,4707,962,2024-04-06 00:00:00,Room 1916,Suite 53,1299.75,0.23
1352,5794,963,2024-04-06 00:00:00,Room 1110,Room 1363,524.65,2.81
2407,2329,750,2024-04-06 00:00:00,Apt 1219,4th Floor,969.38,1.54
7113,7384,736,2024-04-06 00:00:00,13th Floor,PO Box 29969,2207.65,1.62
5950,9457,601,2024-04-06 00:00:00,17th Floor,1st Floor,206.97,2.49
6467,3768,566,2024-04-06 00:00:00,Room 1351,Apt 1888,4840.29,3.33
6187,6943,590,2024-04-06 00:00:00,6th Floor,PO Box 92331,317.3,1.61
9988,3624,410,2024-04-06 00:00:00,19th Floor,PO Box 107,2867.45,1.73
6939,5327,964,2024-04-06 00:00:00,Apt 1770,Apt 676,1874.91,3.78
3611,1385,882,2024-04-06 00:00:00,Apt 1456,Suite 68,4482.16,0.47
8785,9091,894,2024-04-06 00:00:00,Room 142,Suite 32,2999.06,3.28
9327,5393,986,2024-04-06 00:00:00,7th Floor,Room 949,1767.95,1.3
9477,3743,473,2024-04-06 00:00:00,Suite 25,Apt 558,4290.83,2.29
5358,5079,699,2024-04-06 00:00:00,PO Box 3695,Room 1183,1458.02,4.56
3107,9526,523,2024-04-06 00:00:00,Suite 100,Apt 1075,3105.43,3.35
4840,9309,387,2024-04-06 00:00:00,Suite 5,8th Floor,3568.96,3.23
1153,3874,807,2024-04-06 00:00:00,PO Box 52999,Apt 1309,2557.16,2.94
2706,1590,601,2024-04-06 00:00:00,18th Floor,19th Floor,959.72,3.16
9808,2183,526,2024-04-06 00:00:00,PO Box 53539,Apt 71,2291.53,3.34
4165,7911,334,2024-04-06 00:00:00,Apt 941,PO Box 79564,1350.89,2.64
9191,9585,873,2024-04-06 00:00:00,Apt 1067,Suite 9,1012.36,1.48
9529,7218,654,2024-04-06 00:00:00,4th Floor,Apt 475,4598.01,2.16
7963,9440,175,2024-04-06 00:00:00,Suite 49,Apt 318,1087.8,2.59
9711,5260,933,2024-04-06 00:00:00,Room 504,Suite 56,2407.64,3.24
2471,4461,733,2024-04-06 00:00:00,Apt 1446,Suite 18,2618.31,2.24
2862,5065,298,2024-04-06 00:00:00,Room 1813,Suite 31,1057.48,0.54
4387,7314,562,2024-04-06 00:00:00,13th Floor,Apt 1777,299.08,2.73
6043,4782,132,2024-04-06 00:00:00,Apt 1636,2nd Floor,2582.14,3.9
3284,8350,720,2024-04-06 00:00:00,2nd Floor,PO Box 34488,2624.33,4.64
1431,5001,923,2024-04-06 00:00:00,Room 1053,Apt 203,1699.2,2.4
7562,8192,532,2024-04-06 00:00:00,Apt 713,PO Box 6895,503.28,4.96
1274,2564,921,2024-04-06 00:00:00,Room 1869,Apt 740,914.69,3.53
3209,3125,325,2024-04-06 00:00:00,PO Box 95496,Apt 275,2653.41,4.82
7803,6601,147,2024-04-06 00:00:00,PO Box 87035,Room 235,3533.57,3.01
8115,8157,823,2024-04-06 00:00:00,Suite 50,Apt 1157,3131.22,0.38
8367,9606,834,2024-04-06 00:00:00,13th Floor,Room 524,797.27,4.07
9260,1056,154,2024-04-06 00:00:00,Apt 1279,PO Box 56204,1874.0,1.06
4291,6081,415,2024-04-06 00:00:00,PO Box 55604,17th Floor,279.52,4.21
8132,5264,500,2024-04-06 00:00:00,Suite 11,PO Box 76139,1647.64,4.55
3920,9763,919,2024-04-06 00:00:00,11th Floor,5th Floor,4781.03,2.76
3634,1212,660,2024-04-06 00:00:00,Suite 83,10th Floor,4173.68,4.6
6370,3362,777,2024-04-06 00:00:00,Room 1203,Suite 45,4150.51,2.58
5900,8652,331,2024-04-06 00:00:00,Apt 1252,Room 1865,4364.62,3.94
1006,2888,216,2024-04-06 00:00:00,PO Box 49808,Apt 1751,1329.25,0.4
8929,3234,626,2024-04-06 00:00:00,PO Box 77730,PO Box 78903,4669.5,1.23
4662,1794,457,2024-04-06 00:00:00,Apt 561,Apt 97,978.31,1.29
9261,2581,558,2024-04-06 00:00:00,PO Box 35462,Room 307,2456.31,2.91
3979,3318,389,2024-04-06 00:00:00,Suite 54,PO Box 24229,2086.0,1.77
6756,2927,505,2024-04-06 00:00:00,PO Box 48946,PO Box 16644,2262.16,3.18
7400,3060,622,2024-04-06 00:00:00,Suite 34,Apt 1435,572.39,3.62
4185,2548,796,2024-04-06 00:00:00,Apt 1204,Room 487,4904.5,3.43
9743,2440,716,2024-04-06 00:00:00,17th Floor,Suite 5,3320.68,1.19
3515,3747,510,2024-04-06 00:00:00,Room 1576,Apt 1923,2124.62,2.7
2963,3930,211,2024-04-06 00:00:00,Apt 496,Suite 82,1676.03,0.95
4825,5359,317,2024-04-06 00:00:00,Suite 68,18th Floor,3611.8,0.28
3145,3545,680,2024-04-06 00:00:00,2nd Floor,17th Floor,3040.06,4.31
2809,3658,245,2024-04-06 00:00:00,Room 1734,Apt 172,4871.32,2.15
2714,1346,256,2024-04-06 00:00:00,Room 834,Suite 78,2951.23,1.22
5143,9147,674,2024-04-06 00:00:00,Suite 32,Room 139,3835.24,2.35
4871,7776,204,2024-04-06 00:00:00,PO Box 48855,PO Box 79103,552.97,1.34
3383,6566,479,2024-04-06 00:00:00,20th Floor,Apt 615,733.0,2.82
9660,3329,821,2024-04-06 00:00:00,Apt 515,Apt 1071,959.34,1.82
3219,8661,439,2024-04-06 00:00:00,18th Floor,Room 1283,1378.68,4.81
1885,9018,160,2024-04-06 00:00:00,Suite 78,Room 1570,4123.73,1.38
3367,6872,689,2024-04-06 00:00:00,PO Box 44991,Apt 1466,2302.94,0.68
8667,2659,914,2024-04-06 00:00:00,PO Box 19280,Apt 1623,2836.05,4.54
2249,2873,746,2024-04-06 00:00:00,Room 547,Apt 1963,3876.9,3.39
4888,2947,304,2024-04-06 00:00:00,Apt 1885,Suite 31,2926.33,0.42
9750,1048,995,2024-04-06 00:00:00,Apt 1405,PO Box 77335,4163.54,1.53
1077,5576,328,2024-04-06 00:00:00,Apt 1878,PO Box 66815,119.6,0.8
2513,9604,771,2024-04-06 00:00:00,Room 221,PO Box 39586,2345.54,2.13
8168,3211,250,2024-04-06 00:00:00,Room 1208,9th Floor,3648.75,0.45
4294,2066,238,2024-04-06 00:00:00,PO Box 96859,Apt 495,695.88,2.65
2494,7913,228,2024-04-06 00:00:00,PO Box 31820,Room 943,359.13,1.52
6521,1731,764,2024-04-06 00:00:00,PO Box 45553,Room 25,2178.0,4.67
8425,9817,671,2024-04-06 00:00:00,Apt 145,Room 1733,4417.92,3.72
7479,9692,147,2024-04-06 00:00:00,PO Box 94438,Suite 11,1836.56,2.27
6695,2923,395,2024-04-06 00:00:00,13th Floor,Room 1096,3288.41,2.25
2604,2284,589,2024-04-06 00:00:00,PO Box 95330,Room 1385,831.12,0.65
6777,3743,869,2024-04-06 00:00:00,PO Box 52683,Room 1272,3972.07,1.03
4798,2393,167,2024-04-06 00:00:00,PO Box 69196,Room 319,4680.18,2.09
3173,2203,271,2024-04-06 00:00:00,Apt 1024,Room 320,3051.31,3.46
5238,4911,651,2024-04-06 00:00:00,PO Box 59609,Apt 1370,2551.49,1.39
2566,8477,121,2024-04-06 00:00:00,Suite 69,PO Box 2490,2964.02,2.16
3453,5033,730,2024-04-06 00:00:00,Apt 1345,Suite 96,1687.83,4.39
6317,9364,642,2024-04-06 00:00:00,Apt 593,Suite 49,4483.79,4.56
9329,1944,884,2024-04-06 00:00:00,Apt 408,Suite 23,4271.64,1.38
8161,1437,597,2024-04-06 00:00:00,Room 1439,Suite 8,4584.47,0.47
6697,9984,657,2024-04-06 00:00:00,Suite 33,Suite 24,676.9,2.9
5437,7318,890,2024-04-06 00:00:00,PO Box 47455,PO Box 31133,1491.19,4.93
7022,2878,727,2024-04-06 00:00:00,4th Floor,PO Box 64360,810.23,1.64
4423,9640,853,2024-04-06 00:00:00,1st Floor,Apt 1902,4959.47,1.18
8172,6351,788,2024-04-06 00:00:00,Suite 52,Apt 804,2406.81,0.66
1264,6409,783,2024-04-06 00:00:00,PO Box 49026,11th Floor,681.18,4.59
8566,3661,317,2024-04-06 00:00:00,8th Floor,PO Box 18588,1957.14,3.38
2590,7925,785,2024-04-06 00:00:00,Suite 91,Room 1584,1814.4,2.3
8067,1055,331,2024-04-06 00:00:00,Suite 43,Apt 945,3710.12,0.6
1210,8921,882,2024-04-06 00:00:00,PO Box 1977,Apt 1330,4055.63,3.62
2408,8979,236,2024-04-06 00:00:00,4th Floor,PO Box 17605,2730.99,3.35
7054,7110,916,2024-04-06 00:00:00,15th Floor,Apt 1513,1269.82,3.5
4872,9486,718,2024-04-06 00:00:00,Apt 1356,Apt 494,2058.31,2.38
7212,1085,913,2024-04-06 00:00:00,1st Floor,PO Box 53705,3491.34,3.36
2230,5427,916,2024-04-06 00:00:00,12th Floor,Suite 38,163.82,3.12
7153,7348,300,2024-04-06 00:00:00,Apt 1891,Room 859,1495.74,1.53
6916,9337,436,2024-04-06 00:00:00,Suite 13,Apt 29,2159.34,3.71
3691,4044,882,2024-04-06 00:00:00,Suite 15,8th Floor,1875.25,4.85
8068,9401,423,2024-04-06 00:00:00,Apt 1381,4th Floor,2412.04,3.98
2720,6892,174,2024-04-06 00:00:00,Apt 1098,PO Box 42342,473.04,2.48
9844,7234,251,2024-04-06 00:00:00,Apt 377,Apt 1427,2572.71,2.41
9654,8660,817,2024-04-06 00:00:00,Suite 58,Suite 22,4430.46,2.48
7631,4886,480,2024-04-06 00:00:00,Apt 1355,Apt 902,1984.04,3.52
2996,8516,122,2024-04-06 00:00:00,Suite 95,PO Box 23829,649.16,1.86
7353,5524,511,2024-04-06 00:00:00,Room 1008,Room 868,3421.91,0.88
8169,5559,271,2024-04-06 00:00:00,Suite 9,Room 1738,1034.49,2.72
3907,7098,762,2024-04-06 00:00:00,Room 1355,Apt 966,4265.71,0.2
9507,3149,592,2024-04-06 00:00:00,PO Box 5268,Room 685,4509.88,4.75
9628,3407,780,2024-04-06 00:00:00,Apt 1010,PO Box 24763,1095.95,3.04
1017,5142,973,2024-04-06 00:00:00,Room 1297,Suite 26,842.88,0.02
1388,6815,945,2024-04-06 00:00:00,PO Box 1255,Suite 17,4846.47,0.03
7143,3050,556,2024-04-06 00:00:00,PO Box 26758,19th Floor,91.4,4.52
9657,8805,933,2024-04-06 00:00:00,19th Floor,3rd Floor,2183.31,2.64
9823,8210,189,2024-04-06 00:00:00,2nd Floor,6th Floor,3681.66,1.96
6823,9280,929,2024-04-06 00:00:00,Room 1791,Room 273,4299.98,4.21
6689,6332,227,2024-04-06 00:00:00,Suite 36,6th Floor,211.47,0.45
9328,7048,103,2024-04-06 00:00:00,Room 1218,Apt 1446,3467.73,0.57
1919,3216,509,2024-04-06 00:00:00,Apt 1951,20th Floor,4708.43,2.54
7419,7000,574,2024-04-06 00:00:00,12th Floor,3rd Floor,90.53,1.67
1109,4632,525,2024-04-06 00:00:00,Suite 76,Apt 366,3761.88,4.31
3983,8956,120,2024-04-06 00:00:00,PO Box 46056,Apt 570,1190.66,4.39
6803,7476,769,2024-04-06 00:00:00,Suite 21,Room 1743,379.71,2.81
9628,8232,388,2024-04-06 00:00:00,19th Floor,Apt 379,4173.03,3.04
9620,3543,291,2024-04-06 00:00:00,13th Floor,PO Box 14401,4549.48,1.45
7800,7258,239,2024-04-06 00:00:00,PO Box 31292,18th Floor,339.34,3.69
7552,6033,313,2024-04-06 00:00:00,PO Box 54680,PO Box 61886,1003.45,1.09
6839,6542,855,2024-04-06 00:00:00,9th Floor,PO Box 86842,3169.55,3.03
3187,3282,339,2024-04-06 00:00:00,3rd Floor,Room 396,4885.36,3.8
5638,3944,871,2024-04-06 00:00:00,5th Floor,Room 1364,3023.69,2.36
3411,2901,111,2024-04-06 00:00:00,Apt 831,Room 74,2250.99,4.57
3228,5597,865,2024-04-06 00:00:00,Apt 662,PO Box 30826,2212.55,2.02
2680,3911,766,2024-04-06 00:00:00,Suite 83,Suite 16,3554.4,4.91
4875,8229,337,2024-04-06 00:00:00,PO Box 28914,Suite 89,2035.21,0.38
6379,3320,276,2024-04-06 00:00:00,Suite 26,PO Box 46581,47.94,3.72
6936,5248,170,2024-04-06 00:00:00,Suite 40,Apt 1617,45.29,3.14
4763,1880,795,2024-04-06 00:00:00,Apt 1806,Suite 4,4071.2,2.24
3523,6337,994,2024-04-06 00:00:00,PO Box 70524,Room 787,3734.38,4.29
5883,9248,227,2024-04-06 00:00:00,PO Box 63699,Suite 15,524.16,2.11
4514,4205,119,2024-04-06 00:00:00,Apt 397,Suite 70,3038.16,1.95
4290,5890,286,2024-04-06 00:00:00,11th Floor,Apt 821,28.92,3.32
3744,2141,401,2024-04-06 00:00:00,Apt 789,Suite 21,4446.97,0.4
7558,4708,737,2024-04-06 00:00:00,Apt 1600,Apt 1278,3319.11,3.54
1818,8199,654,2024-04-06 00:00:00,Suite 5,Apt 832,1396.62,3.77
9601,1301,492,2024-04-06 00:00:00,Suite 40,Suite 24,3834.27,0.05
5209,9871,778,2024-04-06 00:00:00,PO Box 82376,Apt 1241,1341.31,4.65
9327,4068,472,2024-04-06 00:00:00,Apt 1528,Apt 1584,3145.58,1.62
2734,8514,558,2024-04-06 00:00:00,PO Box 8000,Suite 97,2737.84,1.54
4690,7612,895,2024-04-06 00:00:00,Apt 1836,7th Floor,4814.61,3.22
2853,9679,293,2024-04-06 00:00:00,12th Floor,2nd Floor,2545.79,3.37
2962,4758,221,2024-04-06 00:00:00,16th Floor,8th Floor,1282.23,3.96
1062,9818,258,2024-04-06 00:00:00,Room 483,20th Floor,860.95,1.9
4569,6021,461,2024-04-06 00:00:00,Apt 1185,20th Floor,401.99,3.13
8503,7704,771,2024-04-06 00:00:00,PO Box 18570,Suite 16,2411.57,2.27
9607,3881,693,2024-04-06 00:00:00,Suite 72,Suite 29,3943.14,0.85
7153,6318,654,2024-04-06 00:00:00,Room 1047,PO Box 40160,1646.89,0.73
2176,1608,123,2024-04-06 00:00:00,1st Floor,Room 751,1511.29,2.74
4168,7139,121,2024-04-06 00:00:00,Suite 84,Room 888,3915.03,0.78
2520,9594,993,2024-04-06 00:00:00,2nd Floor,2nd Floor,2616.44,1.84
1852,7696,899,2024-04-06 00:00:00,Suite 35,Apt 1931,1504.91,2.39
5267,8977,230,2024-04-06 00:00:00,Suite 86,Apt 438,370.62,0.56
8021,8466,261,2024-04-06 00:00:00,Apt 1706,Apt 745,4785.43,0.38
5489,5669,633,2024-04-06 00:00:00,Apt 1719,Apt 201,1187.66,1.37
2336,1335,677,2024-04-06 00:00:00,Suite 28,Room 1627,2528.31,4.35
8671,6486,484,2024-04-06 00:00:00,Apt 1153,1st Floor,597.88,1.8
5016,1247,787,2024-04-06 00:00:00,PO Box 66351,5th Floor,4463.95,2.01
5249,6938,135,2024-04-06 00:00:00,Suite 65,Suite 97,571.06,2.74
9462,1767,245,2024-04-06 00:00:00,Room 1153,Suite 19,1713.28,0.64
3509,6475,251,2024-04-06 00:00:00,Suite 78,Apt 381,1289.38,0.62
2234,4330,896,2024-04-06 00:00:00,Suite 75,PO Box 27418,4964.06,2.55
9099,3553,614,2024-04-06 00:00:00,PO Box 9467,PO Box 16360,2972.35,2.15
9761,1230,785,2024-04-06 00:00:00,PO Box 2471,Room 1073,3264.97,2.59
6617,7657,470,2024-04-06 00:00:00,10th Floor,4th Floor,3191.56,2.86
9401,8939,219,2024-04-06 00:00:00,Room 477,Apt 1997,2109.1,2.84
7326,6699,609,2024-04-06 00:00:00,PO Box 51586,Apt 1058,4685.3,0.97
9376,1692,203,2024-04-06 00:00:00,Apt 1377,9th Floor,609.21,0.42
9494,6119,369,2024-04-06 00:00:00,Suite 72,Room 140,853.48,1.9
6404,9115,568,2024-04-06 00:00:00,Apt 755,Apt 224,1781.5,4.53
8905,4492,842,2024-04-06 00:00:00,Apt 1647,Room 1578,689.34,2.99
2489,5219,754,2024-04-06 00:00:00,Apt 1199,Apt 1999,1459.76,0.68
8761,3196,683,2024-04-06 00:00:00,PO Box 66343,Suite 50,4894.12,3.4
6506,2248,703,2024-04-06 00:00:00,Apt 1551,Suite 97,3232.26,0.7
1777,5196,661,2024-04-06 00:00:00,19th Floor,Suite 65,4288.65,3.19
4653,8161,876,2024-04-06 00:00:00,5th Floor,PO Box 21641,661.85,3.28
7776,6566,786,2024-04-06 00:00:00,Suite 71,Apt 1017,2272.43,4.89
3774,2154,495,2024-04-06 00:00:00,PO Box 59242,Room 1787,3360.06,3.07
2587,2043,961,2024-04-06 00:00:00,Room 1980,Suite 84,3819.62,2.18
9649,6734,884,2024-04-06 00:00:00,Room 134,Suite 18,4684.59,1.13
6439,7856,146,2024-04-06 00:00:00,Apt 1204,Room 692,987.73,3.67
6182,4377,195,2024-04-06 00:00:00,Apt 643,Apt 772,882.54,1.67
2227,9806,899,2024-04-06 00:00:00,PO Box 20608,Apt 980,4641.3,3.96
6910,4088,773,2024-04-06 00:00:00,Suite 92,Apt 496,479.68,2.0
2361,1887,916,2024-04-06 00:00:00,PO Box 65400,Room 282,1938.13,2.31
2607,2765,360,2024-04-06 00:00:00,Suite 23,Room 1905,3190.01,3.08
