order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating,delivery_time
6609,9298,838,2024-04-06 11:38:34,Apt 1616,Room 202,2540.83,4.72,2024-04-06 12:12:02
2870,2969,690,2024-04-06 06:17:10,Suite 49,PO Box 86131,4470.06,0.24,2024-04-06 06:29:22
8377,4200,639,2024-04-06 13:24:37,Room 1148,Room 1181,771.07,4.63,2024-04-06 13:30:30
5874,2821,272,2024-04-06 05:48:49,Apt 1826,3rd Floor,1020.03,4.01,2024-04-06 06:22:21
5756,2998,475,2024-04-06 10:12:13,Room 1802,Suite 30,3985.33,0.23,2024-04-06 10:24:53
6627,2807,583,2024-04-06 17:28:49,Apt 818,4th Floor,877.82,4.3,2024-04-06 17:39:26
2064,4725,966,2024-04-06 15:13:07,Apt 484,Apt 294,853.73,3.16,2024-04-06 16:02:58
9611,9320,667,2024-04-06 06:43:39,Suite 7,6th Floor,2645.36,3.84,2024-04-06 06:50:52
8671,4778,797,2024-04-06 12:02:20,Room 1404,8th Floor,2510.14,4.13,2024-04-06 12:20:59
8559,8396,512,2024-04-06 01:29:33,Apt 1577,Room 1882,4004.35,4.83,2024-04-06 02:06:37
9491,5790,780,2024-04-06 02:09:35,18th Floor,3rd Floor,1615.1,1.94,2024-04-06 02:17:28
2156,8104,194,2024-04-06 19:33:11,Apt 388,Room 1749,2354.33,4.4,2024-04-06 20:02:10
6270,5560,721,2024-04-06 13:02:05,13th Floor,Apt 1889,2183.43,1.52,2024-04-06 13:16:21
3790,2712,456,2024-04-06 01:00:58,7th Floor,Suite 33,1214.47,3.69,2024-04-06 01:42:32
8772,1491,501,2024-04-06 12:48:27,5th Floor,6th Floor,3501.29,2.85,2024-04-06 13:23:56
2670,3316,382,2024-04-06 01:59:32,Suite 24,7th Floor,4760.77,3.88,2024-04-06 02:43:12
6405,7323,839,2024-04-06 02:13:07,PO Box 99524,10th Floor,3176.0,0.05,2024-04-06 02:22:56
2852,1747,322,2024-04-06 12:42:00,Apt 1597,PO Box 35147,2910.29,4.11,2024-04-06 13:12:00
4488,6766,232,2024-04-06 16:41:52,Suite 21,13th Floor,2293.59,4.21,2024-04-06 17:13:39
2009,8276,369,2024-04-06 11:18:29,Room 1971,13th Floor,1144.2,0.15,2024-04-06 11:36:10
5537,6067,158,2024-04-06 19:32:10,PO Box 32991,Apt 98,652.27,2.68,2024-04-06 19:44:59
2553,9241,378,2024-04-06 19:41:55,PO Box 38277,Apt 1167,3735.36,3.37,2024-04-06 19:43:43
5133,6856,954,2024-04-06 09:32:42,Suite 84,Suite 71,413.88,0.98,2024-04-06 09:39:35
6177,4231,372,2024-04-06 15:17:54,Suite 14,Apt 1500,2192.37,0.8,2024-04-06 15:34:59
4463,4579,952,2024-04-06 17:52:38,Apt 1943,11th Floor,3204.18,1.83,2024-04-06 18:01:36
4368,3808,899,2024-04-06 02:58:43,PO Box 5900,PO Box 31227,1896.76,0.83,2024-04-06 03:11:37
5725,1182,409,2024-04-06 08:53:28,Apt 1132,17th Floor,639.22,2.63,2024-04-06 09:43:30
7823,3051,901,2024-04-06 21:04:00,Apt 1357,Suite 23,2544.83,1.74,2024-04-06 21:18:56
2701,2356,936,2024-04-06 14:58:44,Room 1138,PO Box 59529,1078.94,2.17,2024-04-06 15:41:30
1178,1835,507,2024-04-06 18:42:07,Suite 62,Suite 38,4361.03,4.63,2024-04-06 19:32:36
2239,3161,890,2024-04-06 20:07:35,Room 1993,Suite 78,136.83,3.78,2024-04-06 20:49:09
9491,9610,724,2024-04-06 17:21:35,PO Box 38253,Suite 57,2850.2,0.39,2024-04-06 17:31:18
4621,6098,629,2024-04-06 11:47:58,Suite 22,Apt 1157,2557.55,2.04,2024-04-06 12:18:28
4178,5079,585,2024-04-06 08:31:35,Suite 67,Room 1524,2443.77,2.07,2024-04-06 08:54:22
5759,5720,809,2024-04-06 07:11:42,Apt 960,4th Floor,895.65,2.37,2024-04-06 07:34:45
7136,2528,180,2024-04-06 07:57:28,Suite 30,Apt 1587,1736.54,2.29,2024-04-06 08:11:13
4346,5573,912,2024-04-06 10:05:33,Apt 1011,6th Floor,1170.94,0.55,2024-04-06 10:43:38
3017,6008,138,2024-04-06 09:27:11,PO Box 28342,PO Box 67013,618.12,2.15,2024-04-06 10:04:52
5919,7288,456,2024-04-06 15:36:20,Suite 75,Suite 54,282.24,1.87,2024-04-06 16:29:39
2645,3270,518,2024-04-06 05:14:16,Apt 1088,Apt 335,2902.15,0.15,2024-04-06 05:33:56
6727,9567,869,2024-04-06 03:32:15,Suite 45,6th Floor,2840.13,0.14,2024-04-06 04:21:40
8764,1574,825,2024-04-06 08:01:48,Room 394,Apt 688,460.81,1.8,2024-04-06 08:48:12
1283,9828,501,2024-04-06 06:32:33,2nd Floor,Apt 1906,654.06,1.09,2024-04-06 07:16:21
2997,4439,391,2024-04-06 07:19:44,Room 266,Room 1199,2277.78,2.26,2024-04-06 07:45:55
9496,3251,506,2024-04-06 18:54:35,Suite 82,Room 543,3875.38,1.19,2024-04-06 19:18:41
1188,7870,626,2024-04-06 13:49:23,16th Floor,18th Floor,3289.46,1.61,2024-04-06 14:19:52
6913,7872,929,2024-04-06 04:59:18,PO Box 87183,Room 932,1763.04,3.03,2024-04-06 05:20:18
6503,7496,955,2024-04-06 07:20:12,Room 188,11th Floor,3794.21,4.77,2024-04-06 07:27:17
6957,8617,201,2024-04-06 15:36:50,17th Floor,PO Box 42134,169.65,1.59,2024-04-06 16:27:40
4714,6055,366,2024-04-06 14:40:11,Apt 667,Room 1685,1257.53,3.05,2024-04-06 14:42:14
2311,7529,321,2024-04-06 06:37:31,Room 972,Apt 4,3884.69,4.21,2024-04-06 07:17:41
9069,1344,604,2024-04-06 16:35:00,PO Box 21789,Apt 623,267.76,2.56,2024-04-06 17:29:12
3984,2749,190,2024-04-06 07:12:52,PO Box 4344,Suite 77,4095.03,4.69,2024-04-06 07:35:22
8970,2127,763,2024-04-06 13:55:42,PO Box 37130,Room 1834,905.63,1.53,2024-04-06 14:42:39
5894,6568,764,2024-04-06 04:03:58,16th Floor,Room 1417,4746.97,4.48,2024-04-06 04:40:34
2954,7125,430,2024-04-06 12:06:02,20th Floor,Suite 18,2533.41,4.97,2024-04-06 12:36:00
3284,1864,363,2024-04-06 04:43:44,11th Floor,PO Box 27993,1873.85,1.36,2024-04-06 05:17:35
7734,7435,359,2024-04-06 12:37:50,Suite 78,Room 453,4333.88,4.57,2024-04-06 13:24:03
2903,3334,116,2024-04-06 11:24:04,Apt 1603,Apt 1649,3401.12,2.01,2024-04-06 12:15:54
7985,4850,617,2024-04-06 09:10:26,6th Floor,PO Box 8438,1193.66,4.26,2024-04-06 10:08:30
1982,1209,343,2024-04-06 03:55:36,1st Floor,Suite 15,2077.16,3.83,2024-04-06 03:57:50
8540,5213,957,2024-04-06 21:55:43,Room 1200,Suite 28,4869.2,3.49,2024-04-06 22:06:51
8460,5496,233,2024-04-06 19:35:28,Room 1275,Room 128,634.81,2.88,2024-04-06 19:50:01
2174,6357,252,2024-04-06 10:39:23,Suite 53,Room 759,70.62,2.26,2024-04-06 11:27:25
9183,3391,138,2024-04-06 21:07:02,PO Box 41321,PO Box 4492,4726.73,4.19,2024-04-06 21:34:57
6822,4641,705,2024-04-06 16:53:09,Room 122,Room 916,3667.43,0.28,2024-04-06 17:12:19
9359,8760,371,2024-04-06 00:04:55,Apt 41,Room 1600,3825.16,0.56,2024-04-06 01:02:28
7461,7813,177,2024-04-06 19:43:02,Room 125,Room 1108,4353.72,2.78,2024-04-06 20:23:47
4904,8279,617,2024-04-06 15:22:23,6th Floor,5th Floor,253.21,2.49,2024-04-06 16:04:58
3548,9254,643,2024-04-06 11:02:04,PO Box 77862,Room 842,4782.32,4.92,2024-04-06 11:10:20
2321,2213,865,2024-04-06 05:37:15,PO Box 98295,PO Box 53473,537.45,3.27,2024-04-06 05:42:14
3176,9127,803,2024-04-06 20:53:18,Apt 348,3rd Floor,702.74,4.07,2024-04-06 21:21:47
1637,4329,916,2024-04-06 04:20:21,18th Floor,9th Floor,416.8,1.19,2024-04-06 04:46:36
2782,2950,795,2024-04-06 01:31:11,Room 1641,Room 498,693.68,1.26,2024-04-06 01:49:00
9487,2274,804,2024-04-06 14:48:46,Room 1531,Apt 1490,2464.98,2.76,2024-04-06 15:38:30
1019,8513,744,2024-04-06 18:11:06,Suite 52,Suite 17,2455.86,1.21,2024-04-06 18:53:41
8189,3911,670,2024-04-06 08:10:36,Apt 1799,PO Box 72738,2052.82,3.16,2024-04-06 08:18:59
1470,4858,917,2024-04-06 12:52:59,PO Box 15367,Suite 5,1946.6,1.05,2024-04-06 13:44:56
4148,4513,675,2024-04-06 00:51:22,Apt 1622,PO Box 41663,4448.17,3.89,2024-04-06 01:26:33
2761,7608,586,2024-04-06 14:01:24,PO Box 73784,9th Floor,692.72,1.39,2024-04-06 14:55:16
4637,9987,792,2024-04-06 02:40:30,PO Box 40687,10th Floor,2639.95,0.02,2024-04-06 02:40:36
3016,4110,963,2024-04-06 21:37:05,Suite 20,PO Box 77673,4509.79,0.9,2024-04-06 21:52:08
3753,2301,857,2024-04-06 03:02:38,PO Box 20590,11th Floor,4308.27,2.28,2024-04-06 03:22:01
5831,2678,378,2024-04-06 10:32:12,Suite 93,Suite 80,328.59,4.93,2024-04-06 11:02:19
2588,6812,806,2024-04-06 13:02:56,PO Box 14360,PO Box 88448,4018.07,1.8,2024-04-06 13:40:19
4197,8643,776,2024-04-06 09:08:47,Room 1814,8th Floor,1145.48,2.14,2024-04-06 09:16:37
6418,2892,720,2024-04-06 00:26:23,Suite 40,3rd Floor,2554.09,3.99,2024-04-06 00:28:17
3713,7015,437,2024-04-06 08:37:59,Apt 1298,PO Box 84579,4021.69,1.64,2024-04-06 09:03:53
4607,6741,499,2024-04-06 11:41:18,PO Box 15284,6th Floor,4740.09,4.49,2024-04-06 12:02:47
5779,5770,574,2024-04-06 19:47:40,Suite 31,PO Box 89493,1235.2,0.47,2024-04-06 20:34:12
7623,1052,828,2024-04-06 04:49:40,Apt 647,17th Floor,3168.32,1.86,2024-04-06 05:43:29
2616,5182,332,2024-04-06 11:30:17,Room 734,Suite 88,2164.18,3.04,2024-04-06 12:08:54
7823,9883,927,2024-04-06 11:28:18,Apt 1307,14th Floor,12.45,0.75,2024-04-06 12:03:09
2094,6506,436,2024-04-06 14:51:08,PO Box 1983,Apt 608,1401.37,4.83,2024-04-06 15:22:15
7723,8731,169,2024-04-06 15:47:35,Apt 760,Apt 1956,1617.39,4.26,2024-04-06 15:53:16
7632,7220,223,2024-04-06 08:52:05,1st Floor,Apt 530,1334.57,2.8,2024-04-06 09:51:27
6835,5097,863,2024-04-06 00:06:29,4th Floor,Apt 893,1373.78,3.41,2024-04-06 00:52:42
2004,2519,109,2024-04-06 05:22:25,PO Box 72420,13th Floor,1203.14,0.13,2024-04-06 05:35:43
5054,2480,332,2024-04-06 06:34:38,PO Box 51094,Apt 222,1265.79,1.35,2024-04-06 06:45:18
2112,3148,339,2024-04-06 11:30:08,Suite 30,Apt 1449,2425.95,2.96,2024-04-06 11:38:33
3881,4981,838,2024-04-06 01:51:53,Suite 2,Room 993,446.11,0.49,2024-04-06 02:32:58
8780,1050,230,2024-04-06 15:23:09,Room 184,Apt 1558,2553.21,1.14,2024-04-06 16:15:39
7792,8501,398,2024-04-06 10:57:58,PO Box 89324,PO Box 99392,3616.57,2.18,2024-04-06 11:25:57
8795,7081,186,2024-04-06 19:27:04,Suite 49,Room 657,2986.89,1.39,2024-04-06 19:35:24
9399,2017,373,2024-04-06 13:24:35,6th Floor,Room 503,4271.71,1.43,2024-04-06 13:30:23
3460,1651,698,2024-04-06 08:51:33,Apt 1994,4th Floor,3775.94,3.52,2024-04-06 09:03:14
7640,2019,200,2024-04-06 06:46:42,PO Box 21897,Apt 1686,2718.48,4.68,2024-04-06 07:06:37
6179,7627,423,2024-04-06 08:46:49,Apt 1987,Apt 1433,3634.22,1.34,2024-04-06 08:53:38
8635,7132,316,2024-04-06 07:00:58,Suite 16,Apt 999,137.06,3.35,2024-04-06 07:59:44
6003,8383,151,2024-04-06 20:08:11,Apt 324,Room 1095,3667.55,0.69,2024-04-06 20:33:26
3779,3557,991,2024-04-06 06:56:56,5th Floor,Apt 1509,2701.77,4.71,2024-04-06 07:01:36
8656,5375,599,2024-04-06 11:42:03,19th Floor,16th Floor,3417.33,0.21,2024-04-06 11:46:32
2349,8800,275,2024-04-06 06:33:44,PO Box 48354,Suite 16,4418.27,2.66,2024-04-06 06:52:52
2763,5677,184,2024-04-06 07:35:24,Apt 513,Apt 1838,3318.2,3.49,2024-04-06 08:00:43
4087,2659,714,2024-04-06 13:23:50,Apt 1153,Apt 677,4538.63,1.8,2024-04-06 14:14:55
1553,7301,252,2024-04-06 21:06:01,Room 114,Apt 1053,3701.7,3.3,2024-04-06 21:39:59
6664,2753,349,2024-04-06 10:55:51,PO Box 58772,Suite 40,2847.15,1.39,2024-04-06 11:11:58
1561,1285,373,2024-04-06 20:29:12,Apt 835,Room 478,2239.07,0.22,2024-04-06 21:22:11
6682,4698,817,2024-04-06 04:40:13,Suite 41,Suite 71,731.29,1.83,2024-04-06 04:53:02
3629,7985,197,2024-04-06 01:53:12,PO Box 90123,Room 1245,2139.7,0.37,2024-04-06 02:14:12
7551,6049,124,2024-04-06 04:16:13,Apt 1384,Suite 9,4118.96,0.09,2024-04-06 04:59:48
1168,1866,819,2024-04-06 13:43:34,Suite 54,7th Floor,4322.58,2.96,2024-04-06 13:45:03
7275,1283,444,2024-04-06 09:44:01,Suite 11,Room 922,3337.23,2.46,2024-04-06 09:53:51
3232,2139,162,2024-04-06 14:51:28,PO Box 48884,Apt 376,151.64,1.29,2024-04-06 15:30:48
8683,4250,684,2024-04-06 01:35:43,Room 1450,16th Floor,976.46,4.98,2024-04-06 01:36:41
9580,8111,841,2024-04-06 06:56:27,PO Box 10378,2nd Floor,1735.29,2.67,2024-04-06 07:29:53
2888,5217,967,2024-04-06 21:12:56,15th Floor,Apt 1606,1596.58,0.27,2024-04-06 21:20:02
2788,6280,554,2024-04-06 06:08:19,Apt 1034,PO Box 19449,4382.68,2.43,2024-04-06 06:09:00
8550,6657,171,2024-04-06 16:33:42,Room 1516,Room 1147,352.46,1.41,2024-04-06 17:10:04
9420,2782,789,2024-04-06 01:32:48,17th Floor,PO Box 36755,4893.95,3.91,2024-04-06 01:38:22
8155,3360,356,2024-04-06 10:10:52,Apt 492,Apt 1829,3795.42,1.27,2024-04-06 10:56:06
5807,6410,528,2024-04-06 21:52:06,Room 1244,18th Floor,4165.07,2.95,2024-04-06 22:38:49
7621,1962,428,2024-04-06 15:44:28,PO Box 46959,PO Box 88075,2482.94,3.54,2024-04-06 16:28:29
9236,2390,804,2024-04-06 14:32:30,Suite 29,Apt 439,1437.26,2.63,2024-04-06 15:28:52
6443,9507,817,2024-04-06 18:06:09,Room 1911,Suite 9,1268.28,2.58,2024-04-06 18:49:53
6974,7977,904,2024-04-06 08:31:07,Room 1503,Suite 2,1111.59,3.52,2024-04-06 09:21:59
1430,5928,495,2024-04-06 15:39:17,10th Floor,Suite 19,4802.02,3.68,2024-04-06 15:48:41
2300,3801,742,2024-04-06 00:33:28,Suite 80,PO Box 19017,962.77,4.77,2024-04-06 01:08:28
9722,8390,845,2024-04-06 01:24:06,PO Box 74982,1st Floor,4464.15,2.63,2024-04-06 01:37:22
7644,8031,209,2024-04-06 19:41:23,Suite 2,Apt 1427,4804.4,3.41,2024-04-06 20:08:07
3382,1934,205,2024-04-06 19:57:25,9th Floor,Room 392,4802.9,2.11,2024-04-06 20:18:26
6608,2108,796,2024-04-06 13:08:23,Apt 1509,Suite 64,1369.34,3.68,2024-04-06 13:12:26
1242,5228,954,2024-04-06 05:54:34,2nd Floor,2nd Floor,3737.77,0.5,2024-04-06 06:02:01
5955,2972,542,2024-04-06 12:42:04,PO Box 52016,15th Floor,489.64,3.97,2024-04-06 13:12:49
7436,5432,824,2024-04-06 03:42:39,PO Box 60539,Suite 90,4141.68,0.87,2024-04-06 03:44:06
1863,9154,272,2024-04-06 16:22:54,6th Floor,PO Box 38570,4150.33,3.52,2024-04-06 17:05:20
4211,8907,755,2024-04-06 19:10:09,Room 1579,6th Floor,2803.19,4.07,2024-04-06 20:09:41
4203,6046,476,2024-04-06 04:28:33,Room 70,19th Floor,1838.04,2.18,2024-04-06 04:41:13
8807,9725,291,2024-04-06 09:22:33,Apt 409,Room 1978,2048.74,4.73,2024-04-06 09:51:25
8110,5139,587,2024-04-06 10:32:12,15th Floor,Room 787,4460.3,1.48,2024-04-06 11:23:24
9528,4993,173,2024-04-06 13:17:10,Room 1826,Suite 31,2373.09,4.54,2024-04-06 13:19:50
8145,2254,228,2024-04-06 05:29:12,6th Floor,Room 623,2166.03,0.99,2024-04-06 06:00:51
7488,6399,211,2024-04-06 20:55:32,Apt 92,PO Box 95982,3249.21,2.1,2024-04-06 21:31:22
3723,4700,159,2024-04-06 05:28:34,Suite 23,5th Floor,1711.5,0.1,2024-04-06 06:08:33
3341,1443,359,2024-04-06 20:56:32,PO Box 34226,13th Floor,1460.49,4.45,2024-04-06 21:44:12
9224,4843,157,2024-04-06 20:25:04,PO Box 66257,Apt 1379,2571.22,0.63,2024-04-06 20:31:11
2058,9289,340,2024-04-06 13:17:36,Apt 292,14th Floor,1389.51,3.29,2024-04-06 13:18:28
5712,2452,393,2024-04-06 11:17:32,Apt 1272,16th Floor,4600.63,0.11,2024-04-06 11:36:03
9677,4261,524,2024-04-06 12:35:46,Suite 80,PO Box 57881,33.67,2.16,2024-04-06 12:36:44
3175,5528,797,2024-04-06 07:32:29,Apt 1192,18th Floor,3056.9,4.89,2024-04-06 07:33:45
3975,1479,767,2024-04-06 05:39:20,Room 1436,Apt 1180,862.91,3.45,2024-04-06 05:51:40
8649,8950,371,2024-04-06 05:21:36,2nd Floor,Apt 52,1652.0,2.92,2024-04-06 06:16:03
2350,9128,258,2024-04-06 14:45:54,Room 76,Apt 1690,2527.9,1.58,2024-04-06 15:14:24
6311,6842,898,2024-04-06 18:57:54,PO Box 81072,Suite 81,1698.18,1.92,2024-04-06 19:20:08
4950,4806,148,2024-04-06 20:53:52,10th Floor,PO Box 92373,3130.49,3.47,2024-04-06 21:07:25
9291,4314,809,2024-04-06 16:59:38,19th Floor,Suite 5,879.07,1.48,2024-04-06 17:48:59
5203,9690,291,2024-04-06 08:28:50,Apt 1601,Suite 60,2809.38,4.94,2024-04-06 09:12:41
3903,2021,654,2024-04-06 00:19:24,Apt 1364,Apt 53,1843.61,4.65,2024-04-06 01:15:06
1420,3669,572,2024-04-06 13:17:13,Apt 683,Apt 592,4538.68,1.18,2024-04-06 14:00:25
3695,3303,418,2024-04-06 04:09:27,9th Floor,Suite 53,2522.65,1.46,2024-04-06 04:09:41
1733,6479,892,2024-04-06 18:11:51,Room 626,Apt 1853,2904.1,3.42,2024-04-06 18:48:10
6982,8660,717,2024-04-06 20:03:04,PO Box 80292,12th Floor,845.13,2.81,2024-04-06 20:31:10
6216,2704,151,2024-04-06 01:10:45,Room 193,Apt 122,3457.01,3.04,2024-04-06 02:08:51
9000,9144,795,2024-04-06 14:59:01,Apt 170,3rd Floor,4277.7,2.41,2024-04-06 15:11:54
7020,9576,647,2024-04-06 05:46:28,Suite 61,Room 350,1445.37,1.54,2024-04-06 05:57:45
5257,3877,351,2024-04-06 05:04:09,Apt 323,PO Box 83101,2723.18,3.6,2024-04-06 05:15:26
5981,4225,183,2024-04-06 02:14:06,Room 587,PO Box 18298,458.08,3.83,2024-04-06 02:20:05
8273,5026,473,2024-04-06 05:55:06,PO Box 41168,Suite 26,3911.92,1.33,2024-04-06 06:43:52
5775,3630,131,2024-04-06 17:50:34,6th Floor,Apt 1153,1866.24,2.09,2024-04-06 18:39:40
6616,5821,284,2024-04-06 20:23:16,Room 1818,PO Box 92137,2616.03,4.11,2024-04-06 21:01:07
3465,1794,109,2024-04-06 21:48:08,16th Floor,Suite 51,3433.89,1.72,2024-04-06 21:54:54
2645,8561,930,2024-04-06 18:26:24,9th Floor,2nd Floor,3991.55,0.69,2024-04-06 19:03:55
1810,6620,529,2024-04-06 05:57:47,Room 713,Apt 293,2261.03,4.66,2024-04-06 06:43:56
2688,6533,940,2024-04-06 20:32:10,20th Floor,Room 681,4166.38,3.47,2024-04-06 21:15:25
5946,1692,834,2024-04-06 12:28:50,Room 99,PO Box 22020,1805.18,2.79,2024-04-06 12:29:15
7246,4880,288,2024-04-06 13:31:29,Apt 1669,Room 932,615.2,2.82,2024-04-06 14:19:50
3546,9352,639,2024-04-06 16:21:26,Room 1746,1st Floor,4972.85,0.56,2024-04-06 16:58:10
5447,2854,624,2024-04-06 14:34:26,Room 1395,Apt 1726,1799.53,3.04,2024-04-06 14:52:02
2904,3700,731,2024-04-06 15:39:16,Apt 1101,Suite 87,4880.43,2.23,2024-04-06 16:02:59
1062,5051,629,2024-04-06 08:28:29,Suite 1,Suite 33,52.53,2.47,2024-04-06 08:48:58
7294,8661,267,2024-04-06 08:49:44,2nd Floor,2nd Floor,434.8,2.74,2024-04-06 09:38:13
5666,7199,299,2024-04-06 13:22:33,Suite 84,17th Floor,1748.68,2.22,2024-04-06 13:57:03
4679,6222,278,2024-04-06 12:40:44,PO Box 84982,PO Box 50231,1179.57,1.77,2024-04-06 12:48:06
6579,3727,531,2024-04-06 01:57:05,Suite 84,16th Floor,4735.99,2.04,2024-04-06 02:13:51
1966,7281,266,2024-04-06 19:17:02,15th Floor,Apt 517,580.11,0.73,2024-04-06 20:10:52
5279,3902,547,2024-04-06 09:14:42,PO Box 86557,Apt 420,904.29,3.05,2024-04-06 10:02:09
8341,2817,603,2024-04-06 14:41:31,PO Box 30401,PO Box 18773,2072.22,4.04,2024-04-06 15:06:02
5915,2600,496,2024-04-06 15:44:58,PO Box 81608,Room 1692,1045.13,1.79,2024-04-06 16:40:44
8174,9748,532,2024-04-06 04:54:15,Room 1375,6th Floor,2272.89,0.98,2024-04-06 05:28:23
8060,3822,188,2024-04-06 03:44:45,Apt 930,PO Box 52461,3138.15,3.52,2024-04-06 04:43:02
4781,9240,450,2024-04-06 15:56:38,Room 1702,20th Floor,1511.32,1.12,2024-04-06 16:11:39
7959,3305,346,2024-04-06 20:10:31,4th Floor,Room 1123,4575.77,2.38,2024-04-06 20:42:45
9655,4808,739,2024-04-06 08:18:58,10th Floor,PO Box 67222,3792.8,0.38,2024-04-06 09:05:42
5097,1957,649,2024-04-06 15:10:24,Suite 62,Apt 96,953.12,3.84,2024-04-06 15:38:24
1664,4703,359,2024-04-06 17:03:41,Suite 52,15th Floor,2501.36,2.72,2024-04-06 17:35:47
6749,8843,820,2024-04-06 07:33:44,Suite 10,PO Box 61034,3676.85,4.07,2024-04-06 07:41:38
2159,2643,522,2024-04-06 14:57:21,PO Box 83365,Apt 1293,3170.86,2.56,2024-04-06 15:12:05
9090,2419,517,2024-04-06 14:23:18,Suite 63,Room 1524,562.37,0.4,2024-04-06 14:38:28
8797,6367,285,2024-04-06 10:30:20,Room 1679,Apt 874,354.77,1.43,2024-04-06 11:07:36
1416,1714,964,2024-04-06 02:02:39,Room 955,PO Box 85994,2494.39,3.07,2024-04-06 02:11:55
5509,5363,964,2024-04-06 20:22:14,17th Floor,PO Box 19296,1602.88,3.58,2024-04-06 20:53:55
6623,5299,624,2024-04-06 19:37:26,Room 600,15th Floor,2702.16,3.35,2024-04-06 19:53:39
2176,3823,307,2024-04-06 05:11:28,Apt 1651,Room 663,2032.95,1.8,2024-04-06 05:46:01
6417,4504,580,2024-04-06 04:09:52,Room 1799,Suite 94,3508.42,3.06,2024-04-06 05:02:30
4290,6561,417,2024-04-06 13:46:11,Apt 1006,Room 581,261.66,0.21,2024-04-06 14:43:42
5314,7235,419,2024-04-06 21:11:54,Room 31,Apt 1763,4541.82,4.72,2024-04-06 21:52:07
1945,9513,314,2024-04-06 13:21:48,Room 1913,Room 1700,3961.19,0.02,2024-04-06 14:10:00
2345,1302,195,2024-04-06 20:59:06,Room 1925,Room 1934,3957.93,0.05,2024-04-06 21:46:31
3874,7755,508,2024-04-06 10:17:08,PO Box 26017,Apt 1963,301.41,4.09,2024-04-06 10:55:35
5546,9336,994,2024-04-06 15:01:58,Apt 1079,PO Box 84448,3403.66,1.95,2024-04-06 15:55:57
4672,5329,541,2024-04-06 15:19:54,Apt 716,PO Box 27053,2526.21,0.28,2024-04-06 15:59:18
4074,6971,619,2024-04-06 09:54:30,9th Floor,Apt 644,4573.18,1.64,2024-04-06 10:32:37
8913,7585,646,2024-04-06 08:37:33,Apt 1802,Suite 23,4075.69,2.8,2024-04-06 09:36:44
4424,3496,836,2024-04-06 14:03:17,Room 1063,17th Floor,1601.9,1.73,2024-04-06 14:34:34
8825,3523,534,2024-04-06 12:29:55,Suite 57,PO Box 37115,3657.87,2.37,2024-04-06 13:09:25
2599,5325,543,2024-04-06 06:51:16,Apt 590,PO Box 26922,1949.13,1.73,2024-04-06 07:25:44
3038,2171,825,2024-04-06 15:43:41,Suite 60,Room 425,952.99,0.15,2024-04-06 15:47:26
1099,2091,526,2024-04-06 20:15:02,Apt 458,19th Floor,3479.9,0.88,2024-04-06 20:38:01
7933,7670,156,2024-04-06 14:01:15,8th Floor,Apt 123,2507.74,1.03,2024-04-06 14:54:11
6644,7118,982,2024-04-06 17:08:29,Apt 1425,19th Floor,1156.83,2.34,2024-04-06 17:12:09
9814,9675,905,2024-04-06 08:36:23,1st Floor,Room 395,2488.08,4.26,2024-04-06 08:51:56
4392,7133,836,2024-04-06 20:18:49,Suite 58,16th Floor,3654.09,4.17,2024-04-06 21:11:37
9829,6174,667,2024-04-06 19:58:12,PO Box 40200,Room 304,4746.05,1.82,2024-04-06 20:57:50
7723,4400,574,2024-04-06 07:47:55,Room 1625,Room 1691,1993.62,4.13,2024-04-06 08:05:35
2372,8124,416,2024-04-06 05:18:51,Room 1766,2nd Floor,3724.38,3.38,2024-04-06 06:10:17
7405,5194,220,2024-04-06 01:13:20,6th Floor,PO Box 98651,4854.69,1.88,2024-04-06 01:37:14
9744,2343,957,2024-04-06 14:01:50,5th Floor,Room 827,2133.38,1.91,2024-04-06 14:59:58
1706,2466,427,2024-04-06 06:21:54,Room 276,Suite 32,4756.32,2.17,2024-04-06 06:54:45
2926,2357,456,2024-04-06 09:50:48,Apt 681,Room 1006,3592.47,2.87,2024-04-06 10:26:31
9043,6746,500,2024-04-06 16:25:14,Suite 61,Suite 23,873.94,4.1,2024-04-06 16:34:28
4422,8374,385,2024-04-06 21:09:25,PO Box 86742,Apt 1735,3838.7,4.11,2024-04-06 21:14:57
8465,5170,335,2024-04-06 01:10:49,Room 506,Apt 716,1049.02,1.14,2024-04-06 02:03:17
5558,7048,535,2024-04-06 04:02:41,Room 393,PO Box 72582,2007.34,4.65,2024-04-06 04:15:37
7153,8066,508,2024-04-06 20:25:12,Apt 1219,Room 756,2865.33,0.29,2024-04-06 21:14:31
3592,1560,458,2024-04-06 01:54:59,Apt 916,Apt 1046,1548.2,2.55,2024-04-06 02:18:48
1624,6978,219,2024-04-06 04:17:16,Suite 25,Room 560,809.62,1.65,2024-04-06 05:13:35
2635,6845,467,2024-04-06 08:34:26,Suite 20,10th Floor,1521.94,1.03,2024-04-06 09:24:19
8287,9468,245,2024-04-06 14:02:38,Suite 81,8th Floor,1544.91,4.29,2024-04-06 14:24:31
5968,1686,455,2024-04-06 14:28:45,PO Box 21278,Room 127,739.73,1.76,2024-04-06 15:15:08
8385,7799,577,2024-04-06 13:43:35,2nd Floor,Suite 91,4111.05,3.15,2024-04-06 14:06:05
